timestamp_us,channel,qw,qx,qy,qz,roll,pitch,yaw,ax,ay,az,gx,gy,gz,fsr_heel_left,fsr_fore_left,fsr_heel_right,fsr_fore_right,gait_phase
7560000,2,0.992231,-0.124408,-0.0,-0.0,-14.293,-0.0,0.0,84,-159,16352,-28.641,-0.047,1.574,0,0,2540,397,1
7560000,3,0.91163,0.411011,0.0,0.0,48.537,0.0,0.0,-19,-13,16223,96.413,-0.048,0.563,0,0,2540,397,1
7560000,4,0.887196,0.461394,0.0,0.0,54.954,0.0,0.0,120,-219,16526,111.309,1.1,-0.211,0,0,2540,397,1
7560000,5,0.967504,0.252856,0.0,0.0,29.293,0.0,0.0,127,46,16321,55.193,-0.09,-0.525,0,0,2540,397,1
7565000,0,0.922193,0.386729,0.0,0.0,45.502,0.0,0.0,161,57,16431,92.069,-1.322,0.649,0,0,2633,489,1
7565000,1,0.97882,0.204724,0.0,0.0,23.627,0.0,0.0,-31,111,16338,47.317,0.26,1.06,0,0,2633,489,1
7565000,2,0.991982,-0.126376,-0.0,-0.0,-14.52,-0.0,0.0,-14,-124,16342,-27.515,-0.498,-0.553,0,0,2633,489,1
7565000,3,0.908151,0.418642,0.0,0.0,49.498,0.0,0.0,-2,16,16275,97.279,-0.572,-0.866,0,0,2633,489,1
7565000,4,0.881413,0.472346,0.0,0.0,56.373,0.0,0.0,-149,-75,16520,112.184,0.245,0.758,0,0,2633,489,1
7565000,5,0.967,0.254775,0.0,0.0,29.52,0.0,0.0,-63,-193,16573,57.083,0.547,-0.604,0,0,2633,489,1
7570000,0,0.925391,0.379014,0.0,0.0,44.545,0.0,0.0,23,1,16478,88.898,0.499,-0.678,0,0,2721,587,1
7570000,1,0.981226,0.192863,0.0,0.0,22.24,0.0,0.0,32,134,16282,45.05,-1.459,1.135,0,0,2721,587,1
7570000,2,0.991778,-0.127967,-0.0,-0.0,-14.704,-0.0,0.0,53,29,16402,-28.709,-0.382,2.357,0,0,2721,587,1
7570000,3,0.904624,0.426212,0.0,0.0,50.455,0.0,0.0,154,-19,16329,101.15,0.291,-1.002,0,0,2721,587,1
7570000,4,0.875633,0.482978,0.0,0.0,57.76,0.0,0.0,106,51,16375,115.318,1.063,0.842,0,0,2721,587,1
7570000,5,0.966591,0.256325,0.0,0.0,29.704,0.0,0.0,-112,12,16264,58.603,-0.464,0.984,0,0,2721,587,1
7575000,0,0.928505,0.37132,0.0,0.0,43.594,0.0,0.0,140,-176,16574,87.926,0.686,0.377,0,0,2802,692,1
7575000,1,0.983432,0.181276,0.0,0.0,20.888,0.0,0.0,237,46,16411,39.963,1.451,0.993,0,0,2802,692,1
7575000,2,0.991622,-0.129177,-0.0,-0.0,-14.844,-0.0,0.0,-53,-32,16516,-32.341,0.571,-0.71,0,0,2802,692,1
7575000,3,0.901055,0.433706,0.0,0.0,51.406,0.0,0.0,3,46,16481,105.063,0.627,0.796,0,0,2802,692,1
7575000,4,0.869875,0.493272,0.0,0.0,59.112,0.0,0.0,-184,50,16268,121.39,0.506,-0.607,0,0,2802,692,1
7575000,5,0.966277,0.257504,0.0,0.0,29.844,0.0,0.0,-144,-62,16340,58.972,-1.054,0.945,0,0,2802,692,1
7580000,0,0.931531,0.363663,0.0,0.0,42.651,0.0,0.0,29,171,16451,85.89,0.756,0.514,0,0,2877,802,1
7580000,1,0.985446,0.16999,0.0,0.0,19.574,0.0,0.0,-18,-8,16369,39.84,0.052,-0.776,0,0,2877,802,1
7580000,2,0.991514,-0.130003,-0.0,-0.0,-14.94,-0.0,0.0,-139,55,16347,-28.853,-0.773,0.394,0,0,2877,802,1
7580000,3,0.897453,0.441109,0.0,0.0,52.349,0.0,0.0,35,-100,16406,107.067,-2.001,0.821,0,0,2877,802,1
7580000,4,0.864163,0.503212,0.0,0.0,60.426,0.0,0.0,-144,-89,16277,120.532,0.17,0.226,0,0,2877,802,1
7580000,5,0.966062,0.25831,0.0,0.0,29.94,0.0,0.0,7,310,16496,58.933,-0.81,-0.927,0,0,2877,802,1
7585000,0,0.934463,0.35606,0.0,0.0,41.717,0.0,0.0,61,41,16359,83.72,-0.112,0.965,0,0,2945,916,1
7585000,1,0.987274,0.15903,0.0,0.0,18.301,0.0,0.0,-117,-207,16501,35.43,-0.333,0.33,0,0,2945,916,1
7585000,2,0.991455,-0.130445,-0.0,-0.0,-14.991,-0.0,0.0,-46,97,16456,-29.708,-0.04,-0.041,0,0,2945,916,1
7585000,3,0.893829,0.448408,0.0,0.0,53.283,0.0,0.0,132,86,16145,106.649,0.422,0.12,0,0,2945,916,1
7585000,4,0.858518,0.512784,0.0,0.0,61.699,0.0,0.0,-117,145,16277,122.443,0.111,-1.079,0,0,2945,916,1
7585000,5,0.965947,0.25874,0.0,0.0,29.991,0.0,0.0,89,-102,16324,61.947,-0.451,0.369,0,0,2945,916,1
7590000,0,0.937299,0.348527,0.0,0.0,40.794,0.0,0.0,-61,21,16404,81.724,0.497,0.739,0,0,3006,1032,1
7590000,1,0.988924,0.148421,0.0,0.0,17.071,0.0,0.0,-107,60,16356,34.385,0.322,0.58,0,0,3006,1032,1
7590000,2,0.991448,-0.130502,-0.0,-0.0,-14.997,-0.0,0.0,-131,115,16437,-29.364,1.189,0.057,0,0,3006,1032,1
7590000,3,0.890191,0.455588,0.0,0.0,54.206,0.0,0.0,9,-68,16307,107.512,-0.15,0.257,0,0,3006,1032,1
7590000,4,0.852963,0.521971,0.0,0.0,62.929,0.0,0.0,140,-60,16241,125.786,1.549,0.166,0,0,3006,1032,1
7590000,5,0.965932,0.258796,0.0,0.0,29.997,0.0,0.0,90,-19,16503,59.387,0.205,-1.141,0,0,3006,1032,1
7595000,0,0.940034,0.34108,0.0,0.0,39.885,0.0,0.0,-143,55,16502,80.979,0.233,-0.62,0,0,3058,1151,1
7595000,1,0.990406,0.138187,0.0,0.0,15.886,0.0,0.0,27,-167,16294,27.824,1.103,-1.234,0,0,3058,1151,1
7595000,2,0.991491,-0.130173,-0.0,-0.0,-14.959,-0.0,0.0,56,-37,16423,-32.081,1.26,0.438,0,0,3058,1151,1
7595000,3,0.886548,0.462636,0.0,0.0,55.115,0.0,0.0,88,55,16287,110.288,2.264,-0.087,0,0,3058,1151,1
7595000,4,0.84752,0.530763,0.0,0.0,64.114,0.0,0.0,12,13,16151,129.072,1.331,-1.153,0,0,3058,1151,1
7595000,5,0.966018,0.258475,0.0,0.0,29.959,0.0,0.0,138,64,16443,59.225,0.35,0.252,0,0,3058,1151,1
7600000,0,0.942667,0.333736,0.0,0.0,38.991,0.0,0.0,-97,-50,16401,78.739,-0.445,-1.163,0,0,3103,1269,1
7600000,1,0.991729,0.128352,0.0,0.0,14.749,0.0,0.0,-34,70,16322,28.796,-0.72,-0.945,0,0,3103,1269,1
7600000,2,0.991585,-0.12946,-0.0,-0.0,-14.877,-0.0,0.0,-60,-88,16389,-30.718,1.504,0.024,0,0,3103,1269,1
7600000,3,0.882912,0.469538,0.0,0.0,56.009,0.0,0.0,-29,218,16348,112.747,-1.479,-0.186,0,0,3103,1269,1
7600000,4,0.842211,0.539148,0.0,0.0,65.251,0.0,0.0,-101,249,16657,131.927,0.387,-0.603,0,0,3103,1269,1
7600000,5,0.966204,0.25778,0.0,0.0,29.877,0.0,0.0,11,51,16388,60.539,-0.361,-1.142,0,0,3103,1269,1
7605000,0,0.945194,0.32651,0.0,0.0,38.114,0.0,0.0,-81,138,16282,77.441,-0.693,0.301,0,0,3139,1387,1
7605000,1,0.992902,0.118937,0.0,0.0,13.662,0.0,0.0,-4,-19,16365,28.37,-0.177,-0.246,0,0,3139,1387,1
7605000,2,0.991727,-0.128362,-0.0,-0.0,-14.75,-0.0,0.0,7,-87,16401,-30.347,0.114,-0.375,0,0,3139,1387,1
7605000,3,0.879292,0.476283,0.0,0.0,56.886,0.0,0.0,2,6,16441,112.569,-1.122,0.432,0,0,3139,1387,1
7605000,4,0.837058,0.547114,0.0,0.0,66.338,0.0,0.0,-87,-100,16475,131.882,-1.137,0.422,0,0,3139,1387,1
7605000,5,0.966488,0.256711,0.0,0.0,29.75,0.0,0.0,0,65,16262,62.851,-0.567,-0.998,0,0,3139,1387,1
7610000,0,0.947614,0.319419,0.0,0.0,37.256,0.0,0.0,-75,165,16204,76.261,-0.139,-1.853,0,0,3167,1503,1
7610000,1,0.993935,0.109965,0.0,0.0,12.627,0.0,0.0,162,0,16495,28.201,-0.297,-0.228,0,0,3167,1503,1
7610000,2,0.991918,-0.126884,-0.0,-0.0,-14.579,-0.0,0.0,-135,146,16453,-30.329,-0.337,-0.792,0,0,3167,1503,1
7610000,3,0.875699,0.482858,0.0,0.0,57.744,0.0,0.0,60,-217,16268,114.476,-1.778,0.125,0,0,3167,1503,1
7610000,4,0.832083,0.554652,0.0,0.0,67.373,0.0,0.0,-204,-104,16501,136.746,0.531,-1.729,0,0,3167,1503,1
7610000,5,0.96687,0.255269,0.0,0.0,29.579,0.0,0.0,181,-153,16452,57.775,0.401,0.317,0,0,3167,1503,1
7615000,0,0.949925,0.312478,0.0,0.0,36.417,0.0,0.0,93,18,16438,73.296,-0.386,-0.001,0,0,3187,1616,1
7615000,1,0.99484,0.101454,0.0,0.0,11.646,0.0,0.0,7,-156,16214,25.53,0.043,-0.761,0,0,3187,1616,1
7615000,2,0.992153,-0.125026,-0.0,-0.0,-14.364,-0.0,0.0,-58,-55,16401,-28.926,0.677,-0.205,0,0,3187,1616,1
7615000,3,0.872143,0.489251,0.0,0.0,58.583,0.0,0.0,-109,121,16429,117.49,-0.15,-1.195,0,0,3187,1616,1
7615000,4,0.827305,0.561753,0.0,0.0,68.354,0.0,0.0,-42,63,16349,138.127,-0.333,0.501,0,0,3187,1616,1
7615000,5,0.967346,0.253458,0.0,0.0,29.364,0.0,0.0,-29,6,16102,58.274,-0.683,-0.241,0,0,3187,1616,1
7620000,0,0.952127,0.305703,0.0,0.0,35.601,0.0,0.0,65,-31,16390,72.586,0.62,1.588,0,0,3197,1726,1
7620000,1,0.995626,0.093423,0.0,0.0,10.721,0.0,0.0,37,-7,16480,20.091,0.127,0.115,0,0,3197,1726,1
7620000,2,0.992432,-0.122793,-0.0,-0.0,-14.107,-0.0,0.0,12,-30,16525,-26.105,-0.072,-0.857,0,0,3197,1726,1
7620000,3,0.868636,0.495451,0.0,0.0,59.399,0.0,0.0,48,-231,16470,119.832,0.053,-0.294,0,0,3197,1726,1
7620000,4,0.822745,0.56841,0.0,0.0,69.279,0.0,0.0,17,51,16364,141.408,0.406,1.016,0,0,3197,1726,1
7620000,5,0.967914,0.251281,0.0,0.0,29.107,0.0,0.0,-130,-80,16467,59.417,0.501,-0.715,0,0,3197,1726,1
7625000,0,0.954219,0.299109,0.0,0.0,34.808,0.0,0.0,-31,-104,16348,70.497,1.375,0.293,0,0,3199,1829,1
7625000,1,0.996305,0.085891,0.0,0.0,9.854,0.0,0.0,-96,-195,16499,18.929,-0.662,-1.332,0,0,3199,1829,1
7625000,2,0.992751,-0.120188,-0.0,-0.0,-13.806,-0.0,0.0,-62,6,16532,-25.646,-0.056,0.431,0,0,3199,1829,1
7625000,3,0.865187,0.501449,0.0,0.0,60.192,0.0,0.0,-107,123,16461,120.929,0.003,-0.435,0,0,3199,1829,1
7625000,4,0.818423,0.574616,0.0,0.0,70.146,0.0,0.0,60,-197,16465,137.782,0.146,0.829,0,0,3199,1829,1
7625000,5,0.96857,0.24874,0.0,0.0,28.806,0.0,0.0,89,51,16355,58.56,0.398,-0.303,0,0,3199,1829,1
7630000,0,0.956201,0.29271,0.0,0.0,34.041,0.0,0.0,-89,44,16525,65.57,0.431,1.479,0,0,3192,1927,1
7630000,1,0.996885,0.078873,0.0,0.0,9.048,0.0,0.0,-115,124,16187,20.252,-0.058,-0.579,0,0,3192,1927,1
7630000,2,0.993106,-0.117217,-0.0,-0.0,-13.463,-0.0,0.0,159,92,16310,-26.93,-0.186,-0.024,0,0,3192,1927,1
7630000,3,0.861809,0.507233,0.0,0.0,60.959,0.0,0.0,-52,56,16435,122.915,-0.056,0.15,0,0,3192,1927,1
7630000,4,0.814356,0.580365,0.0,0.0,70.952,0.0,0.0,64,76,16346,142.262,-0.254,1.339,0,0,3192,1927,1
7630000,5,0.96931,0.245841,0.0,0.0,28.463,0.0,0.0,43,100,16481,59.611,-0.088,1.067,0,0,3192,1927,1
7635000,0,0.958074,0.286521,0.0,0.0,33.3,0.0,0.0,134,229,16293,67.692,-0.567,0.074,0,0,3176,2018,1
7635000,1,0.997377,0.072384,0.0,0.0,8.302,0.0,0.0,-40,13,16372,16.103,-0.137,0.214,0,0,3176,2018,1
7635000,2,0.993494,-0.113885,-0.0,-0.0,-13.079,-0.0,0.0,-47,-27,16504,-26.248,-0.542,0.807,0,0,3176,2018,1
7635000,3,0.858511,0.512795,0.0,0.0,61.7,0.0,0.0,102,67,16506,123.485,-1.001,-0.634,0,0,3176,2018,1
7635000,4,0.810563,0.585652,0.0,0.0,71.698,0.0,0.0,5,-110,16293,145.055,-0.944,-1.321,0,0,3176,2018,1
7635000,5,0.970129,0.242588,0.0,0.0,28.079,0.0,0.0,-125,40,16262,55.585,0.509,-0.676,0,0,3176,2018,1
7640000,0,0.959838,0.280555,0.0,0.0,32.587,0.0,0.0,-19,-31,16314,66.394,-0.483,-0.426,0,0,3152,2101,1
7640000,1,0.99779,0.066439,0.0,0.0,7.619,0.0,0.0,61,129,16404,16.466,0.584,-0.341,0,0,3152,2101,1
7640000,2,0.99391,-0.110198,-0.0,-0.0,-12.654,-0.0,0.0,58,-3,16432,-25.506,-0.163,0.594,0,0,3152,2101,1
7640000,3,0.855304,0.518126,0.0,0.0,62.413,0.0,0.0,-167,-76,16271,124.219,-1.489,0.732,0,0,3152,2101,1
7640000,4,0.807058,0.590472,0.0,0.0,72.381,0.0,0.0,-134,-36,16380,145.948,-0.11,0.638,0,0,3152,2101,1
7640000,5,0.971023,0.238987,0.0,0.0,27.654,0.0,0.0,22,6,16319,54.539,-0.717,-1.367,0,0,3152,2101,1
7645000,0,0.961494,0.274827,0.0,0.0,31.903,0.0,0.0,39,-12,16306,64.753,0.354,-0.528,0,0,3119,2174,1
7645000,1,0.998135,0.061051,0.0,0.0,7.0,0.0,0.0,93,-76,16550,11.66,0.561,0.852,0,0,3119,2174,1
7645000,2,0.994349,-0.106164,-0.0,-0.0,-12.188,-0.0,0.0,57,10,16334,-24.978,0.361,-0.269,0,0,3119,2174,1
7645000,3,0.852199,0.523217,0.0,0.0,63.097,0.0,0.0,-159,-160,16263,127.887,0.19,-0.703,0,0,3119,2174,1
7645000,4,0.803858,0.594821,0.0,0.0,73.0,0.0,0.0,-21,160,16413,146.153,0.612,0.352,0,0,3119,2174,1
7645000,5,0.971985,0.235044,0.0,0.0,27.188,0.0,0.0,-21,97,16329,57.355,1.211,0.415,0,0,3119,2174,1
7650000,0,0.963043,0.269348,0.0,0.0,31.251,0.0,0.0,-69,71,16443,65.41,-1.698,0.234,0,0,3078,2239,1
7650000,1,0.998418,0.05623,0.0,0.0,6.447,0.0,0.0,-140,-34,16405,11.682,-0.279,-0.978,0,0,3078,2239,1
7650000,2,0.994806,-0.101789,-0.0,-0.0,-11.684,-0.0,0.0,-19,-50,16412,-23.48,0.515,-1.587,0,0,3078,2239,1
7650000,3,0.849207,0.528061,0.0,0.0,63.749,0.0,0.0,-221,17,16447,126.233,0.117,-1.201,0,0,3078,2239,1
7650000,4,0.800976,0.598696,0.0,0.0,73.553,0.0,0.0,-59,-186,16359,144.995,-0.303,-1.922,0,0,3078,2239,1
7650000,5,0.973009,0.230766,0.0,0.0,26.684,0.0,0.0,8,74,16432,53.209,-0.545,-0.808,0,0,3078,2239,1
7655000,0,0.964487,0.264131,0.0,0.0,30.631,0.0,0.0,68,33,16374,60.473,-1.201,0.589,0,0,3028,2293,1
7655000,1,0.998648,0.051987,0.0,0.0,5.96,0.0,0.0,14,63,16413,12.467,1.466,-0.898,0,0,3028,2293,1
7655000,2,0.995276,-0.097082,-0.0,-0.0,-11.142,-0.0,0.0,-20,93,16207,-22.619,-1.573,0.75,0,0,3028,2293,1
7655000,3,0.846336,0.53265,0.0,0.0,64.369,0.0,0.0,-201,-11,16598,129.121,0.563,-1.685,0,0,3028,2293,1
7655000,4,0.798425,0.602094,0.0,0.0,74.04,0.0,0.0,87,-193,16369,146.948,0.619,0.735,0,0,3028,2293,1
7655000,5,0.97409,0.226161,0.0,0.0,26.142,0.0,0.0,-160,15,16354,50.956,0.015,1.265,0,0,3028,2293,1
7660000,0,0.965827,0.259189,0.0,0.0,30.044,0.0,0.0,-154,-146,16511,59.097,1.627,0.692,0,0,2971,2336,1
7660000,1,0.998831,0.04833,0.0,0.0,5.54,0.0,0.0,-1,-19,16231,12.635,0.853,0.529,0,0,2971,2336,1
7660000,2,0.995754,-0.092052,-0.0,-0.0,-10.563,-0.0,0.0,-106,-66,16319,-17.753,-1.255,-0.366,0,0,2971,2336,1
7660000,3,0.843597,0.536977,0.0,0.0,64.956,0.0,0.0,60,-127,16229,128.64,0.293,0.687,0,0,2971,2336,1
7660000,4,0.796215,0.605013,0.0,0.0,74.46,0.0,0.0,-93,-73,16495,147.028,-0.307,0.255,0,0,2971,2336,1
7660000,5,0.97522,0.221237,0.0,0.0,25.563,0.0,0.0,-54,39,16359,53.322,0.267,-0.343,0,0,2971,2336,1
7665000,0,0.967065,0.254531,0.0,0.0,29.492,0.0,0.0,162,-14,16367,58.11,0.071,-1.2,0,0,2906,2369,1
7665000,1,0.998975,0.045268,0.0,0.0,5.189,0.0,0.0,70,4,16603,10.392,1.092,-1.153,0,0,2906,2369,1
7665000,2,0.996234,-0.086709,-0.0,-0.0,-9.949,-0.0,0.0,137,-16,16318,-17.332,-1.328,-0.668,0,0,2906,2369,1
7665000,3,0.840999,0.541036,0.0,0.0,65.508,0.0,0.0,-149,52,16236,130.413,1.147,-1.194,0,0,2906,2369,1
7665000,4,0.794357,0.607451,0.0,0.0,74.811,0.0,0.0,15,221,16351,149.13,-1.106,-1.097,0,0,2906,2369,1
7665000,5,0.976393,0.216002,0.0,0.0,24.949,0.0,0.0,-7,-25,16447,51.584,-0.696,-0.765,0,0,2906,2369,1
7670000,0,0.968202,0.250169,0.0,0.0,28.975,0.0,0.0,-31,-47,16360,59.186,0.556,-0.674,0,0,2834,2390,1
7670000,1,0.999083,0.042807,0.0,0.0,4.907,0.0,0.0,12,166,16411,8.622,0.151,-0.53,0,0,2834,2390,1
7670000,2,0.996709,-0.081063,-0.0,-0.0,-9.299,-0.0,0.0,148,71,16457,-16.994,-0.339,-1.146,0,0,2834,2390,1
7670000,3,0.838552,0.544822,0.0,0.0,66.025,0.0,0.0,-55,79,16170,131.963,0.822,-1.337,0,0,2834,2390,1
7670000,4,0.792858,0.609406,0.0,0.0,75.093,0.0,0.0,50,-163,16596,150.483,-0.969,0.643,0,0,2834,2390,1
7670000,5,0.977601,0.210466,0.0,0.0,24.299,0.0,0.0,-60,12,16496,48.832,0.162,0.463,0,0,2834,2390,1
7675000,0,0.969242,0.246111,0.0,0.0,28.495,0.0,0.0,-89,36,16510,56.24,-2.233,0.087,0,0,2755,2399,1
7675000,1,0.999161,0.040951,0.0,0.0,4.694,0.0,0.0,-98,153,16372,11.278,1.107,0.216,0,0,2755,2399,1
7675000,2,0.997174,-0.075125,-0.0,-0.0,-8.617,-0.0,0.0,10,53,16404,-15.32,-0.38,0.195,0,0,2755,2399,1
7675000,3,0.836262,0.548329,0.0,0.0,66.505,0.0,0.0,10,46,16376,131.098,-1.134,1.055,0,0,2755,2399,1
7675000,4,0.791725,0.610878,0.0,0.0,75.306,0.0,0.0,-212,95,16389,149.498,0.422,-1.812,0,0,2755,2399,1
7675000,5,0.978837,0.20464,0.0,0.0,23.617,0.0,0.0,1,-116,16351,48.493,-0.368,-0.015,0,0,2755,2399,1
7680000,0,0.970184,0.242369,0.0,0.0,28.053,0.0,0.0,268,-113,16427,54.197,-1.001,0.129,0,0,2670,2397,1
7680000,1,0.999211,0.039705,0.0,0.0,4.551,0.0,0.0,-69,-99,16320,8.651,-0.114,0.417,0,0,2670,2397,1
7680000,2,0.997623,-0.068906,-0.0,-0.0,-7.902,-0.0,0.0,30,-8,16291,-13.026,1.621,0.083,0,0,2670,2397,1
7680000,3,0.83414,0.551553,0.0,0.0,66.947,0.0,0.0,-97,61,16377,134.303,1.01,0.493,0,0,2670,2397,1
7680000,4,0.790962,0.611865,0.0,0.0,75.449,0.0,0.0,-124,105,16362,151.529,0.275,-1.611,0,0,2670,2397,1
7680000,5,0.980094,0.198532,0.0,0.0,22.902,0.0,0.0,108,-49,16501,45.923,-0.117,-0.657,0,0,2670,2397,1
7685000,0,0.971032,0.238949,0.0,0.0,27.649,0.0,0.0,2,-127,16392,55.392,-0.106,-0.16,0,0,2579,2382,1
7685000,1,0.999236,0.039071,0.0,0.0,4.478,0.0,0.0,-32,-117,16151,8.135,-0.385,-0.88,0,0,2579,2382,1
7685000,2,0.99805,-0.062419,-0.0,-0.0,-7.157,-0.0,0.0,51,-45,16492,-13.516,0.601,0.473,0,0,2579,2382,1
7685000,3,0.832191,0.554489,0.0,0.0,67.351,0.0,0.0,-165,51,16340,136.626,-1.009,-0.572,0,0,2579,2382,1
7685000,4,0.790574,0.612367,0.0,0.0,75.522,0.0,0.0,-111,27,16254,149.714,0.112,0.802,0,0,2579,2382,1
7685000,5,0.981364,0.192156,0.0,0.0,22.157,0.0,0.0,64,140,16549,41.402,-0.238,-0.595,0,0,2579,2382,1
7690000,0,0.971787,0.235859,0.0,0.0,27.285,0.0,0.0,-23,1,16494,52.957,0.943,-0.6,0,0,2483,2357,1
7690000,1,0.999237,0.03905,0.0,0.0,4.476,0.0,0.0,158,-182,16366,9.323,0.631,-0.9,0,0,2483,2357,1
7690000,2,0.998449,-0.055676,-0.0,-0.0,-6.383,-0.0,0.0,-161,-12,16579,-13.475,0.359,0.69,0,0,2483,2357,1
7690000,3,0.830424,0.557133,0.0,0.0,67.715,0.0,0.0,39,109,16494,135.033,-0.854,-0.002,0,0,2483,2357,1
7690000,4,0.790561,0.612383,0.0,0.0,75.524,0.0,0.0,101,24,16301,153.074,0.146,-0.366,0,0,2483,2357,1
7690000,5,0.98264,0.185523,0.0,0.0,21.383,0.0,0.0,32,91,16208,41.0,0.541,1.027,0,0,2483,2357,1
7695000,0,0.972451,0.233107,0.0,0.0,26.96,0.0,0.0,-16,76,16330,54.658,0.085,-0.082,0,0,2381,2320,1
7695000,1,0.999214,0.039643,0.0,0.0,4.544,0.0,0.0,-8,-57,16283,8.65,1.103,-0.546,0,0,2381,2320,1
7695000,2,0.998814,-0.048691,-0.0,-0.0,-5.582,-0.0,0.0,104,8,16218,-10.245,0.419,0.784,0,0,2381,2320,1
7695000,3,0.828843,0.559481,0.0,0.0,68.04,0.0,0.0,-80,88,16543,136.481,0.9,0.789,0,0,2381,2320,1
7695000,4,0.790924,0.611914,0.0,0.0,75.456,0.0,0.0,126,117,16369,152.598,-0.652,-0.314,0,0,2381,2320,1
7695000,5,0.983913,0.178646,0.0,0.0,20.582,0.0,0.0,149,78,16315,43.126,0.047,-0.064,0,0,2381,2320,1
7700000,0,0.973025,0.230698,0.0,0.0,26.676,0.0,0.0,-130,-174,16469,56.469,-0.411,0.279,0,0,2276,2272,1
7700000,1,0.999165,0.040848,0.0,0.0,4.682,0.0,0.0,175,-17,16312,10.931,-1.229,0.042,0,0,2276,2272,1
7700000,2,0.999139,-0.041478,-0.0,-0.0,-4.754,-0.0,0.0,-16,-90,16220,-7.53,0.869,-1.121,0,0,2276,2272,1
7700000,3,0.827455,0.561532,0.0,0.0,68.324,0.0,0.0,-16,91,16293,137.581,-0.575,-1.278,0,0,2276,2272,1
7700000,4,0.791662,0.610959,0.0,0.0,75.318,0.0,0.0,-5,0,16256,150.553,0.581,0.33,0,0,2276,2272,1
7700000,5,0.985178,0.171537,0.0,0.0,19.754,0.0,0.0,-50,-1,16379,39.468,-1.197,-1.419,0,0,2276,2272,1
7705000,0,0.973511,0.228639,0.0,0.0,26.434,0.0,0.0,18,113,16366,52.26,-0.473,0.746,0,0,2166,2213,1
7705000,1,0.99909,0.042663,0.0,0.0,4.89,0.0,0.0,56,-37,16245,7.99,0.424,-1.393,0,0,2166,2213,1
7705000,2,0.99942,-0.034051,-0.0,-0.0,-3.903,-0.0,0.0,34,-24,16373,-8.802,-0.754,0.167,0,0,2166,2213,1
7705000,3,0.826265,0.563282,0.0,0.0,68.566,0.0,0.0,215,134,16442,137.633,-0.486,0.215,0,0,2166,2213,1
7705000,4,0.79277,0.60952,0.0,0.0,75.11,0.0,0.0,0,112,16483,150.423,0.799,0.368,0,0,2166,2213,1
7705000,5,0.986425,0.16421,0.0,0.0,18.903,0.0,0.0,67,-62,16509,40.023,-0.136,-0.033,0,0,2166,2213,1
7710000,0,0.97391,0.226933,0.0,0.0,26.233,0.0,0.0,-105,126,16478,52.329,0.93,-0.563,0,0,2054,2145,1
7710000,1,0.998983,0.045084,0.0,0.0,5.168,0.0,0.0,-85,-58,16520,10.941,1.69,0.768,0,0,2054,2145,1
7710000,2,0.999651,-0.026425,-0.0,-0.0,-3.028,-0.0,0.0,-124,7,16427,-4.484,0.628,-0.932,0,0,2054,2145,1
7710000,3,0.825277,0.564729,0.0,0.0,68.767,0.0,0.0,170,-11,16500,137.86,1.646,-0.085,0,0,2054,2145,1
7710000,4,0.794245,0.607597,0.0,0.0,74.832,0.0,0.0,-30,66,16484,150.304,0.193,0.003,0,0,2054,2145,1
7710000,5,0.98765,0.156679,0.0,0.0,18.028,0.0,0.0,21,-68,16293,31.022,0.53,-0.921,0,0,2054,2145,1
7715000,0,0.974224,0.225584,0.0,0.0,26.074,0.0,0.0,41,-118,16367,52.136,1.539,-0.192,0,0,1939,2068,1
7715000,1,0.998842,0.048106,0.0,0.0,5.515,0.0,0.0,-15,89,16350,12.651,-0.466,0.422,0,0,1939,2068,1
7715000,2,0.999827,-0.018615,-0.0,-0.0,-2.133,-0.0,0.0,-2,94,16402,-5.591,0.312,-1.446,0,0,1939,2068,1
7715000,3,0.824494,0.565871,0.0,0.0,68.926,0.0,0.0,-91,69,16421,135.807,-0.157,0.788,0,0,1939,2068,1
7715000,4,0.79608,0.605192,0.0,0.0,74.485,0.0,0.0,21,147,16427,149.198,0.298,-0.041,0,0,1939,2068,1
7715000,5,0.988843,0.14896,0.0,0.0,17.133,0.0,0.0,-194,-79,16300,33.571,-1.229,0.3,0,0,1939,2068,1
7720000,0,0.974452,0.224596,0.0,0.0,25.958,0.0,0.0,-151,172,16419,51.588,2.338,0.605,0,0,1822,1981,1
7720000,1,0.998661,0.051723,0.0,0.0,5.93,0.0,0.0,68,-22,16459,11.844,1.291,-0.127,0,0,1822,1981,1
7720000,2,0.999943,-0.010638,-0.0,-0.0,-1.219,-0.0,0.0,37,6,16202,-5.036,1.088,0.347,0,0,1822,1981,1
7720000,3,0.823919,0.566707,0.0,0.0,69.042,0.0,0.0,39,-47,16480,138.143,-0.18,1.01,0,0,1822,1981,1
7720000,4,0.798266,0.602305,0.0,0.0,74.07,0.0,0.0,-89,-35,16332,150.785,0.659,0.172,0,0,1822,1981,1
7720000,5,0.99,0.141066,0.0,0.0,16.219,0.0,0.0,-66,-55,16414,32.076,0.104,-0.123,0,0,1822,1981,1
7725000,0,0.974596,0.22397,0.0,0.0,25.885,0.0,0.0,-133,4,16517,51.766,0.077,0.615,0,0,1704,1888,1
7725000,1,0.998435,0.055927,0.0,0.0,6.412,0.0,0.0,-67,-3,16526,13.206,-1.014,-0.862,0,0,1704,1888,1
7725000,2,0.999997,-0.00251,-0.0,-0.0,-0.288,-0.0,0.0,67,-111,16376,-2.499,-0.214,0.173,0,0,1704,1888,1
